121
121
121
120
120
120
120
119
119
119
119
1213
1071
140
112
112
235
235
306
66
66
305
305
1198
1198
1240
1182
1182
1182
1086
1086
1086
1086
1152
1152
1152
1152
1121
1121
1121
1121
1260
1260
5
5
5
5
2
2
2
7
7
7
1080
1097
1097
1227
1227
1227
1227
